City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,saint-francois,46.4154,3.9054,13.69,89,0,2.06,FR,1731257410
364,menongue,-14.6585,17.691,22.51,62,74,1.15,AO,1731257412
365,lindi,-10.0,39.7167,25.21,81,0,2.32,TZ,1731257413
366,callao,-12.0667,-77.15,22.16,60,0,5.66,PE,1731257345
367,molde,62.7375,7.1591,2.91,87,40,3.09,NO,1731257415
368,santiago de cuba,20.0247,-75.8219,30.06,66,20,2.57,CU,1731257416
369,pangody,65.85,74.4859,-8.01,93,100,10.29,RU,1731257417
370,aral,40.5156,81.2636,9.14,49,0,3.99,CN,1731257418
371,selfoss,63.9331,-20.9971,7.25,82,93,10.42,IS,1731256884
372,murun-kuren,49.6342,100.1625,-6.32,62,22,1.55,MN,1731257420
373,somerset,40.5668,-74.5496,13.25,44,0,1.54,US,1731257421
374,kavaratti,10.5669,72.642,28.24,69,93,1.75,IN,1731256978
375,khanpur mahar,27.8436,69.4137,28.7,18,0,4.65,PK,1731257424
376,juneau,58.3019,-134.4197,3.56,100,100,3.22,US,1731257425
377,tanout,14.9709,8.8879,25.53,17,6,4.29,NE,1731257427
378,axim,4.8699,-2.2405,27.21,78,56,2.75,GH,1731257428
379,vacaria,-28.5122,-50.9339,24.78,51,1,2.86,BR,1731257429
380,kertih,4.5141,103.4483,25.05,94,92,0.0,MY,1731257289
381,tsiombe,-25.3,45.4833,23.7,83,85,0.86,MG,1731257432
382,kandyagash,49.4744,57.4233,0.65,95,100,5.99,KZ,1731257433
383,aksu,41.1231,80.2644,8.76,51,0,2.39,CN,1731257434
384,poronaysk,49.2167,143.1167,4.42,59,73,7.7,RU,1731257435
385,puerto aysen,-45.4,-72.7,9.16,96,100,2.08,CL,1731257291
386,ain kercha,35.9247,6.6953,14.67,71,84,3.33,DZ,1731257437
387,tieli,46.95,128.05,-1.99,45,3,2.35,CN,1731257438
388,meadow lakes,61.6247,-149.6011,3.93,58,0,6.17,US,1731257439
389,bataipora,-22.2953,-53.2711,33.69,35,10,2.92,BR,1731257440
390,barcelos,41.5388,-8.6151,16.71,94,98,1.28,PT,1731257416
391,puerto lempira,15.2667,-83.7667,31.08,66,40,4.12,HN,1731257442
392,chorfa,36.3651,4.3264,16.77,73,66,2.76,DZ,1731257443
393,cabinda,-5.55,12.2,28.08,78,75,3.09,AO,1731257444
394,road town,18.4167,-64.6167,28.02,78,20,1.54,VG,1731257445
395,maiurno,13.4167,33.6667,33.7,27,30,4.17,SD,1731257447
396,oristano,39.9,8.6,16.78,78,60,1.42,IT,1731257449
397,ad dilam,23.9915,47.1627,25.61,28,36,4.65,SA,1731257450
398,tvoroyri,61.5556,-6.8111,8.84,87,63,13.13,FO,1731257451
399,watertown,42.3709,-71.1828,12.81,35,0,7.2,US,1731257452
400,laguna,38.421,-121.4238,9.1,81,0,0.0,US,1731256914
401,santander,43.4647,-3.8044,16.37,94,75,1.54,ES,1731257454
402,the pas,53.8251,-101.2541,1.01,100,100,1.54,CA,1731257455
403,graaff-reinet,-32.2522,24.5308,12.73,80,69,10.02,ZA,1731257457
404,dondo,-19.6094,34.7431,26.73,78,1,4.58,MZ,1731257458
405,usogorsk,63.4106,48.6872,-3.46,92,87,1.93,RU,1731257460
406,carlsbad,33.1581,-117.3506,21.9,40,61,1.34,US,1731257462
407,margate,51.3813,1.3862,9.93,84,48,3.02,GB,1731256866
408,ust'-ilimsk,58.0006,102.6619,-8.27,87,90,2.21,RU,1731257464
409,brokopondo,4.75,-55.1667,32.69,51,3,1.37,SR,1731257465
410,canubing no 2,13.35,121.1333,26.03,84,99,2.66,PH,1731257466
411,hasaki,35.7333,140.8333,17.6,88,100,2.97,JP,1731256875
412,dunkirk,51.05,2.3667,10.03,85,32,3.1,FR,1731257468
413,natal,-5.795,-35.2094,30.12,51,20,7.72,BR,1731256913
414,inhambane,-23.865,35.3833,25.99,89,40,6.17,MZ,1731257471
415,koshki,54.2091,50.4677,-0.76,79,88,4.61,RU,1731257472
416,basco,20.4487,121.9702,26.54,88,100,9.45,PH,1731257473
417,sur,22.5667,59.5289,27.32,59,0,2.29,OM,1731257474
418,mili,6.0815,171.735,28.28,77,88,6.91,MH,1731257475
419,clarkston heights-vineland,46.3874,-117.083,8.37,87,100,1.54,US,1731257476
420,murashi,59.3999,48.9615,-3.38,88,74,3.23,RU,1731257034
421,eruh,37.7517,42.1811,10.91,25,64,3.22,TR,1731257478
422,yeniseysk,58.4497,92.1703,-2.71,80,100,4.72,RU,1731256960
423,gordonvale,-17.0936,145.7842,24.88,89,77,1.36,AU,1731257481
424,corner brook,48.9667,-57.9484,2.46,61,10,6.31,CA,1731257389
425,baukau,51.5526,7.2042,10.27,91,99,1.18,DE,1731257483
426,surgut,61.25,73.4167,-9.9,92,75,8.0,RU,1731257484
427,ourinhos,-22.9789,-49.8706,29.64,43,0,2.2,BR,1731257485
428,utraula,27.3167,82.4167,23.62,52,0,1.85,IN,1731257487
429,dawson creek,55.7666,-120.2362,-5.2,80,0,1.03,CA,1731257324
430,haiku-pauwela,20.9219,-156.3051,23.36,78,20,6.71,US,1731256924
431,griffith,41.5284,-87.4237,15.73,89,100,5.14,US,1731257491
432,belmonte,-15.8631,-38.8828,22.8,96,97,7.68,BR,1731257492
433,twon-brass,4.3151,6.2418,27.05,74,43,3.13,NG,1731257493
434,sao felix do xingu,-6.6447,-51.995,36.57,30,99,1.62,BR,1731257494
435,beinamar,8.6698,15.3813,26.18,32,4,1.77,TD,1731257495
436,kismayo,-0.3582,42.5454,27.05,82,64,4.93,SO,1731257496
437,sucua,-2.4667,-78.1667,24.41,78,75,1.54,EC,1731257497
438,rosarno,38.4841,15.979,15.5,73,30,2.99,IT,1731257498
439,cannonvale,-20.2833,148.7,24.66,78,41,4.26,AU,1731257500
440,port said,31.2565,32.2841,22.99,49,20,3.6,EG,1731257501
441,alesund,62.4723,6.1549,9.86,74,100,2.82,NO,1731257503
442,whitecourt,54.1502,-115.6855,-4.42,93,75,2.06,CA,1731257504
443,hailey,43.5196,-114.3153,6.07,65,75,3.09,US,1731257396
444,tucupita,9.0622,-62.051,37.08,34,81,2.66,VE,1731257506
445,jinchang,38.4953,102.1739,7.16,49,97,4.44,CN,1731257507
446,imzouren,35.1463,-3.8497,18.6,88,20,3.6,MA,1731257508
447,kasaragod,12.5,75.0,25.0,80,95,1.7,IN,1731257509
448,heroica caborca,30.7167,-112.15,21.87,17,6,1.55,MX,1731257510
449,oranjemund,-28.55,16.4333,16.91,77,35,7.02,NA,1731256964
450,pecos,31.4229,-103.4932,15.05,25,0,1.54,US,1731257514
451,vershino-darasunskiy,52.35,115.5167,-8.66,75,100,1.49,RU,1731257515
452,den burg,53.0542,4.7972,10.98,82,100,2.06,NL,1731257517
453,rongelap,11.1635,166.8941,27.66,81,29,9.04,MH,1731257519
454,huicheng,23.0385,116.2899,20.86,89,100,2.53,CN,1731257520
455,messaad,34.1543,3.5031,16.71,50,7,7.67,DZ,1731257521
456,kota belud,6.351,116.4305,25.27,91,38,1.29,MY,1731257523
457,ca mau,9.1769,105.15,24.01,96,36,1.76,VN,1731257524
458,la foa,-21.7108,165.8276,21.51,77,14,0.48,NC,1731257296
459,westport,41.1415,-73.3579,13.9,56,0,2.24,US,1731257418
460,san antonio de pale,-1.4014,5.6325,25.94,80,100,1.61,GQ,1731257527
461,flin flon,54.7682,-101.865,0.91,86,100,1.03,CA,1731257528
462,mana,5.6592,-53.7767,29.6,69,56,5.23,GF,1731257529
463,banda aceh,5.5577,95.3222,27.15,75,100,1.11,ID,1731257530
464,erdemli,36.605,34.3084,21.48,45,87,6.82,TR,1731257532
465,puerto quijarro,-17.7833,-57.7667,40.47,21,2,1.46,BO,1731257533
466,larroque,-33.036,-59.0013,33.59,16,0,5.22,AR,1731257534
467,nahiyat ash shinafiyah,31.5874,44.6602,25.56,27,61,3.65,IQ,1731257535
468,malango,-2.9627,119.9001,18.87,98,21,1.11,ID,1731257536
469,beloyarskiy,63.7119,66.6722,-10.55,84,100,6.45,RU,1731257537
470,hilo,19.7297,-155.09,20.62,88,75,2.57,US,1731257538
471,esil,51.9556,66.4042,0.52,98,100,6.01,KZ,1731257539
472,mallapuram,11.9667,78.25,22.31,81,48,1.9,IN,1731257540
473,ketchikan,55.3422,-131.6461,7.26,65,100,9.26,US,1731257541
474,bayport,40.7384,-73.0507,15.1,56,75,4.63,US,1731257542
475,san andres,12.5847,-81.7006,31.01,70,40,2.06,CO,1731257545
476,stony plain,53.5334,-114.0021,-0.7,97,100,4.12,CA,1731257546
477,kolonia town,6.964,158.206,27.0,94,100,0.0,FM,1731257547
478,tocopilla,-22.092,-70.1979,21.47,64,37,2.94,CL,1731257548
479,ataq,14.5377,46.8319,22.97,40,11,3.08,YE,1731257549
480,sinfra,6.6167,-5.9167,28.33,58,98,1.29,CI,1731257550
481,mandalay,21.9747,96.0836,22.23,89,67,0.26,MM,1731257551
482,portel,-1.9356,-50.8211,36.89,32,44,1.94,BR,1731257553
483,rio grande,-32.035,-52.0986,21.75,62,0,5.56,BR,1731257422
484,lorengau,-2.0226,147.2712,27.08,79,42,1.52,PG,1731257555
485,le port,-20.9373,55.2919,25.98,98,20,2.0,RE,1731257556
486,lobujya,27.95,86.8167,-10.42,62,14,1.72,NP,1731257557
487,youkounkoun,12.5333,-13.1333,34.29,27,0,2.7,GN,1731257558
488,tolanaro,-25.0319,46.9987,26.04,78,20,11.83,MG,1731257559
489,ruidoso,33.3317,-105.673,12.08,32,0,3.09,US,1731257351
490,hirara,24.8,125.2833,25.15,88,75,5.14,JP,1731257561
491,romanovskaya,47.5426,42.0285,6.0,69,0,1.99,RU,1731257562
492,antsiranana,-12.2787,49.2917,26.02,82,19,4.37,MG,1731257563
493,lazaro cardenas,17.9583,-102.2,29.64,66,82,0.95,MX,1731257292
494,oum hadjer,13.2954,19.6966,30.27,20,100,3.07,TD,1731257565
495,moyynkum,44.2914,72.9469,5.8,73,0,3.87,KZ,1731257568
496,madalena,41.2162,-8.3345,17.53,98,100,1.1,PT,1731257569
497,daru,-9.0763,143.2092,25.74,85,100,4.66,PG,1731257570
498,bubaque,11.2833,-15.8333,29.92,48,0,1.58,GW,1731257571
499,new plymouth,-39.0667,174.0833,13.23,100,93,4.49,NZ,1731257572
500,agadez,19.75,10.25,22.46,21,0,3.11,NE,1731257573
501,brody,50.0879,25.1503,3.77,71,11,2.73,UA,1731257574
502,la romana,18.4273,-68.9728,28.2,89,75,5.14,DO,1731257575
503,kapa'a,22.0752,-159.319,24.18,95,100,6.69,US,1731257455
504,trincomalee,8.5711,81.2335,28.18,72,38,5.04,LK,1731257577
505,bonthe,7.5264,-12.505,27.77,74,56,4.55,SL,1731257346
506,zhangzhou,24.5133,117.6556,20.63,88,93,0.44,CN,1731257579
507,utete,-7.986,38.758,25.35,74,35,3.63,TZ,1731257581
508,ilukste,55.9775,26.2966,4.75,86,100,1.24,LV,1731257582
509,tual,-5.6667,132.75,27.94,81,47,4.9,ID,1731257030
510,zaigrayevo,51.8336,108.2703,-9.31,97,93,1.31,RU,1731257584
511,flying fish cove,-10.4217,105.6791,25.82,94,100,4.12,CX,1731257585
512,pacific grove,36.6177,-121.9166,14.68,92,98,1.79,US,1731257352
513,yangiyul,41.112,69.0471,9.48,55,75,1.44,UZ,1731257588
514,puerto leguizamo,-0.1934,-74.7819,23.43,98,100,0.29,CO,1731257589
515,aykhal,66.0,111.5,-13.95,96,98,3.35,RU,1731257590
516,sade,11.3595,10.6732,26.81,22,60,3.36,NG,1731257591
517,kiama,-34.6833,150.8667,15.88,80,100,2.94,AU,1731257593
518,sao gabriel da cachoeira,-0.1303,-67.0892,25.89,89,75,1.54,BR,1731257594
519,sungai raya,0.7,108.9,26.39,86,100,1.91,ID,1731257595
520,puchezh,56.9788,43.1676,2.87,79,100,4.78,RU,1731257596
521,kilindoni,-7.9139,39.6668,26.87,75,1,5.61,TZ,1731257597
522,yen vinh,18.6667,105.6667,21.59,72,82,0.92,VN,1731257598
523,matoury,4.8483,-52.3317,31.98,66,75,3.6,GF,1731257599
524,kavieng,-2.5744,150.7967,27.73,77,100,5.38,PG,1731257035
525,coquimbo,-29.9533,-71.3436,18.85,68,75,5.14,CL,1731257356
526,scarborough,54.2797,-0.4044,9.81,69,90,1.34,GB,1731257602
527,batticaloa,7.7102,81.6924,26.53,81,26,4.31,LK,1731257603
528,junin de los andes,-39.9504,-71.0694,10.95,52,37,9.36,AR,1731257604
529,nasiriyah,31.0521,46.261,26.36,28,87,0.8,IQ,1731257605
530,lubang,13.8584,120.124,28.54,79,100,6.18,PH,1731257579
531,srandakan,-7.9386,110.2506,26.61,87,100,0.98,ID,1731257608
532,severo-yeniseyskiy,60.3725,93.0408,-9.01,86,100,3.03,RU,1731257609
533,siasi,5.5462,120.8145,27.62,77,99,2.14,PH,1731257610
534,fale old settlement,-9.3852,-171.2468,28.07,72,96,5.23,TK,1731257611
535,portland,45.5234,-122.6762,10.35,92,75,0.0,US,1731257444
536,chebba,35.2372,11.115,20.91,67,60,2.44,TN,1731257613
537,constantia,44.1833,28.65,7.38,77,99,9.38,RO,1731257614
538,san patricio,28.017,-97.5169,26.97,70,71,3.93,US,1731257615
539,jinxiang,27.4327,120.6062,19.89,91,100,3.2,CN,1731257616
540,khoyniki,51.8911,29.9552,2.56,93,6,2.45,BY,1731257617
541,tampere,61.4991,23.7871,0.06,99,100,2.06,FI,1731257618
542,kralendijk,12.15,-68.2667,29.99,74,20,2.57,BQ,1731257619
543,wagar,16.1525,36.2032,34.69,26,36,6.28,SD,1731257621
544,elista,46.3078,44.2558,4.29,87,0,4.0,RU,1731257622
545,koungheul,13.9833,-14.8,36.55,12,0,3.83,SN,1731257623
546,katsuren-haebaru,26.3369,127.8719,26.01,96,0,0.0,JP,1731257624
547,nizhniy kuranakh,58.8353,125.4869,-11.52,96,100,1.91,RU,1731257625
548,magadan,59.5667,150.8,-11.9,64,100,5.94,RU,1731257626
549,sawakin,19.1059,37.3321,30.03,70,6,2.4,SD,1731257627
550,cadale,2.7603,46.3222,27.28,79,75,4.31,SO,1731257628
551,whangarei,-35.7317,174.3239,15.46,97,95,1.88,NZ,1731257629
552,sarzeau,47.5333,-2.7667,14.82,73,66,2.41,FR,1731257630
553,cauto cristo,20.5574,-76.4702,30.6,60,29,3.78,CU,1731257631
554,saquarema,-22.92,-42.5103,23.48,62,34,4.49,BR,1731257420
555,mizhhirya,48.5246,23.5056,3.53,72,0,1.29,UA,1731257634
556,argo,37.6333,22.7333,11.7,64,1,2.68,GR,1731257636
557,ialoveni,46.9431,28.7778,6.16,78,100,3.6,MD,1731257637
558,puerto deseado,-47.7503,-65.8938,15.04,35,2,4.17,AR,1731257638
559,el porvenir,13.7617,-87.3458,27.31,78,56,2.18,HN,1731257639
560,al kharj,24.155,47.3346,25.32,28,30,4.42,SA,1731258638
561,popondetta,-8.7537,148.2534,22.73,95,96,1.31,PG,1731258640
562,christchurch,-43.5333,172.6333,7.17,94,100,1.03,NZ,1731258006
563,jacksonville beach,30.2947,-81.3931,26.73,82,100,6.17,US,1731258474
564,beledweyne,4.7358,45.2036,31.8,40,55,2.27,SO,1731258643
565,melekeok village,7.4957,134.6367,26.31,94,75,0.0,PW,1731258644
566,nuku'alofa,-21.1333,-175.2,23.19,88,40,3.6,TO,1731258645
567,merizo village,13.2658,144.6691,27.31,89,100,8.01,GU,1731258646
568,bure,10.7,37.0667,13.63,89,49,2.25,ET,1731258647
569,caleta de carquin,-11.0925,-77.6267,21.28,72,49,4.63,PE,1731258648
570,laojunmiao,39.8333,97.7333,3.4,60,96,0.61,CN,1731258651
571,hancheng,32.5186,112.3522,16.6,75,0,2.32,CN,1731258652
572,porto novo,6.4965,2.6036,28.06,69,47,3.41,BJ,1731258443
573,nishinoomote,30.7333,131.0,21.93,90,93,11.14,JP,1731258654
574,ryotsu-minato,38.0833,138.4333,14.33,54,100,1.35,JP,1731258406
575,maxixe,-23.8597,35.3472,24.54,83,21,6.52,MZ,1731258656
576,riverton,40.5219,-111.9391,11.33,46,0,4.47,US,1731258394
577,bodaybo,57.8506,114.1933,-14.58,95,100,0.95,RU,1731258658
578,nenjiang,49.1833,125.2167,-4.15,49,0,2.65,CN,1731258660
579,ta`u,-14.2336,-169.5144,27.19,83,100,8.66,AS,1731258661
580,banikoara,11.2985,2.4386,28.97,24,97,2.27,BJ,1731258662
581,angaur state,6.906,134.13,28.76,71,32,1.1,PW,1731258663
582,happy valley-goose bay,53.3168,-60.3315,2.82,55,83,5.2,CA,1731258664
583,borogontsy,62.6683,131.1683,-22.7,100,96,0.64,RU,1731258665
